loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_roc_auc,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.5367992782592773,11.21269416809082,1.1675555555555555e-05,1.9,9500,,,,,,,,,,,,,,
0.4812981796264648,14.714668273925781,1.1564444444444445e-05,1.92,9600,,,,,,,,,,,,,,
0.5019655227661133,6.397993087768555,1.1453333333333334e-05,1.94,9700,,,,,,,,,,,,,,
0.4999702835083008,4.813641548156738,1.1342222222222224e-05,1.96,9800,,,,,,,,,,,,,,
0.5445692443847656,9.835424423217773,1.1231111111111112e-05,1.98,9900,,,,,,,,,,,,,,
0.5033273696899414,17.203899383544922,1.1120000000000002e-05,2.0,10000,,,,,,,,,,,,,,
,,,2.0,10000,0.36770787835121155,0.8858,0.8416578108395324,0.9504,0.8927296637234642,0.9537636250000001,113.657,175.968,5.499,,,,,
0.5030515289306641,5.9488911628723145,1.1008888888888888e-05,2.02,10100,,,,,,,,,,,,,,
0.5022845840454102,6.172577857971191,1.0897777777777778e-05,2.04,10200,,,,,,,,,,,,,,
0.43285030364990235,9.713022232055664,1.0786666666666668e-05,2.06,10300,,,,,,,,,,,,,,
0.4739080810546875,28.179729461669922,1.0675555555555558e-05,2.08,10400,,,,,,,,,,,,,,
0.4503567504882813,0.9856187701225281,1.0564444444444446e-05,2.1,10500,,,,,,,,,,,,,,
0.44687705993652344,1.0740169286727905,1.0454444444444445e-05,2.12,10600,,,,,,,,,,,,,,
0.4683481597900391,2.3963820934295654,1.0343333333333335e-05,2.14,10700,,,,,,,,,,,,,,
0.4853065872192383,8.081184387207031,1.0232222222222223e-05,2.16,10800,,,,,,,,,,,,,,
0.43577167510986325,8.877906799316406,1.0121111111111113e-05,2.18,10900,,,,,,,,,,,,,,
0.46159355163574217,28.535125732421875,1.0009999999999999e-05,2.2,11000,,,,,,,,,,,,,,
0.524742774963379,8.145013809204102,9.89888888888889e-06,2.22,11100,,,,,,,,,,,,,,
0.43451274871826173,21.347515106201172,9.787777777777779e-06,2.24,11200,,,,,,,,,,,,,,
0.468135986328125,9.5375394821167,9.676666666666668e-06,2.26,11300,,,,,,,,,,,,,,
0.42813648223876954,5.692819595336914,9.565555555555556e-06,2.2800000000000002,11400,,,,,,,,,,,,,,
0.49686695098876954,6.73499059677124,9.454444444444444e-06,2.3,11500,,,,,,,,,,,,,,
0.4518628692626953,84.60233306884766,9.343333333333334e-06,2.32,11600,,,,,,,,,,,,,,
0.47046077728271485,55.92210006713867,9.232222222222224e-06,2.34,11700,,,,,,,,,,,,,,
0.48479042053222654,9.884760856628418,9.121111111111112e-06,2.36,11800,,,,,,,,,,,,,,
0.4774829864501953,5.00770378112793,9.01e-06,2.38,11900,,,,,,,,,,,,,,
0.4515569305419922,8.624809265136719,8.89888888888889e-06,2.4,12000,,,,,,,,,,,,,,
0.49649734497070314,6.20640230178833,8.787777777777778e-06,2.42,12100,,,,,,,,,,,,,,
0.49765613555908206,13.109505653381348,8.676666666666668e-06,2.44,12200,,,,,,,,,,,,,,
0.44420166015625,4.317921161651611,8.565555555555556e-06,2.46,12300,,,,,,,,,,,,,,
0.45032955169677735,2.3307931423187256,8.454444444444446e-06,2.48,12400,,,,,,,,,,,,,,
0.5058476638793945,13.446215629577637,8.343333333333334e-06,2.5,12500,,,,,,,,,,,,,,
0.4686015319824219,3.2452898025512695,8.233333333333335e-06,2.52,12600,,,,,,,,,,,,,,
0.4757920455932617,8.990762710571289,8.122222222222223e-06,2.54,12700,,,,,,,,,,,,,,
0.4288157272338867,0.7663178443908691,8.011111111111113e-06,2.56,12800,,,,,,,,,,,,,,
0.46138954162597656,10.740437507629395,7.9e-06,2.58,12900,,,,,,,,,,,,,,
0.4676152420043945,2.560046434402466,7.788888888888889e-06,2.6,13000,,,,,,,,,,,,,,
0.42307865142822265,13.064123153686523,7.677777777777778e-06,2.62,13100,,,,,,,,,,,,,,
0.4437073516845703,8.037405014038086,7.566666666666667e-06,2.64,13200,,,,,,,,,,,,,,
0.44417552947998046,27.259702682495117,7.455555555555556e-06,2.66,13300,,,,,,,,,,,,,,
0.45201438903808594,6.980377674102783,7.344444444444445e-06,2.68,13400,,,,,,,,,,,,,,
0.4785430908203125,26.232351303100586,7.233333333333334e-06,2.7,13500,,,,,,,,,,,,,,
0.48496303558349607,6.595932960510254,7.122222222222222e-06,2.7199999999999998,13600,,,,,,,,,,,,,,
0.346103401184082,2.561288356781006,7.011111111111112e-06,2.74,13700,,,,,,,,,,,,,,
0.4824418258666992,15.834330558776855,6.9e-06,2.76,13800,,,,,,,,,,,,,,
0.4390202331542969,5.154804706573486,6.788888888888889e-06,2.7800000000000002,13900,,,,,,,,,,,,,,
0.4176027297973633,7.504360198974609,6.677777777777779e-06,2.8,14000,,,,,,,,,,,,,,
0.40203678131103515,5.495227813720703,6.566666666666667e-06,2.82,14100,,,,,,,,,,,,,,
0.42612857818603517,5.152089595794678,6.455555555555556e-06,2.84,14200,,,,,,,,,,,,,,
0.5079828643798828,6.896126747131348,6.3444444444444454e-06,2.86,14300,,,,,,,,,,,,,,
0.446247444152832,6.588406085968018,6.2333333333333335e-06,2.88,14400,,,,,,,,,,,,,,
0.37208148956298825,2.489729881286621,6.1222222222222224e-06,2.9,14500,,,,,,,,,,,,,,
0.5081046676635742,1.797652006149292,6.011111111111112e-06,2.92,14600,,,,,,,,,,,,,,
0.42414398193359376,8.469735145568848,5.9e-06,2.94,14700,,,,,,,,,,,,,,
0.4183440017700195,9.636848449707031,5.788888888888889e-06,2.96,14800,,,,,,,,,,,,,,
0.4566292953491211,3.2858059406280518,5.677777777777779e-06,2.98,14900,,,,,,,,,,,,,,
0.40961063385009766,30.75924301147461,5.566666666666667e-06,3.0,15000,,,,,,,,,,,,,,
,,,3.0,15000,0.3606770634651184,0.886,0.8400281888653982,0.9536,0.8932184338703635,0.9614718950000001,113.5227,176.176,5.506,,,,,
0.3983087921142578,0.8593332171440125,5.455555555555556e-06,3.02,15100,,,,,,,,,,,,,,
0.4679893493652344,1.1198861598968506,5.345555555555556e-06,3.04,15200,,,,,,,,,,,,,,
0.3943568420410156,30.204463958740234,5.234444444444445e-06,3.06,15300,,,,,,,,,,,,,,
0.402919921875,4.896474361419678,5.123333333333333e-06,3.08,15400,,,,,,,,,,,,,,
0.48315425872802736,1.6334823369979858,5.012222222222223e-06,3.1,15500,,,,,,,,,,,,,,
0.4340921783447266,9.401602745056152,4.901111111111112e-06,3.12,15600,,,,,,,,,,,,,,
0.4130827713012695,13.145267486572266,4.79e-06,3.14,15700,,,,,,,,,,,,,,
0.37770751953125,5.148660182952881,4.67888888888889e-06,3.16,15800,,,,,,,,,,,,,,
0.38208827972412107,12.907325744628906,4.5677777777777786e-06,3.18,15900,,,,,,,,,,,,,,
0.3742516326904297,9.489279747009277,4.456666666666667e-06,3.2,16000,,,,,,,,,,,,,,
0.4530514907836914,10.982172966003418,4.3455555555555555e-06,3.22,16100,,,,,,,,,,,,,,
0.34918167114257814,1.6607569456100464,4.234444444444445e-06,3.24,16200,,,,,,,,,,,,,,
0.4168876647949219,1.0411983728408813,4.124444444444445e-06,3.26,16300,,,,,,,,,,,,,,
0.4343275451660156,22.021541595458984,4.013333333333334e-06,3.2800000000000002,16400,,,,,,,,,,,,,,
0.42263328552246093,6.888490676879883,3.9022222222222225e-06,3.3,16500,,,,,,,,,,,,,,
0.4088807678222656,1.2250895500183105,3.7911111111111114e-06,3.32,16600,,,,,,,,,,,,,,
0.39693222045898435,10.88000202178955,3.6800000000000003e-06,3.34,16700,,,,,,,,,,,,,,
0.3799950790405273,2.896390676498413,3.568888888888889e-06,3.36,16800,,,,,,,,,,,,,,
0.3272185516357422,10.596942901611328,3.457777777777778e-06,3.38,16900,,,,,,,,,,,,,,
0.44650840759277344,12.220808982849121,3.346666666666667e-06,3.4,17000,,,,,,,,,,,,,,
0.44284782409667967,4.834845542907715,3.2355555555555556e-06,3.42,17100,,,,,,,,,,,,,,
0.3062678337097168,6.521510124206543,3.124444444444445e-06,3.44,17200,,,,,,,,,,,,,,
0.4204368591308594,0.6029863357543945,3.013333333333334e-06,3.46,17300,,,,,,,,,,,,,,
0.44102569580078127,8.221569061279297,2.9022222222222223e-06,3.48,17400,,,,,,,,,,,,,,
0.4152624893188477,13.184749603271484,2.7911111111111113e-06,3.5,17500,,,,,,,,,,,,,,
0.35252090454101564,13.502950668334961,2.68e-06,3.52,17600,,,,,,,,,,,,,,
0.4030765151977539,19.264915466308594,2.568888888888889e-06,3.54,17700,,,,,,,,,,,,,,
0.40736286163330077,3.1826932430267334,2.457777777777778e-06,3.56,17800,,,,,,,,,,,,,,
0.4084654998779297,10.874787330627441,2.346666666666667e-06,3.58,17900,,,,,,,,,,,,,,
0.39692996978759765,41.56831359863281,2.235555555555556e-06,3.6,18000,,,,,,,,,,,,,,
0.399881591796875,1.1848417520523071,2.1244444444444443e-06,3.62,18100,,,,,,,,,,,,,,
0.4081503677368164,12.469291687011719,2.0133333333333337e-06,3.64,18200,,,,,,,,,,,,,,
0.38705490112304686,23.97943687438965,1.9022222222222222e-06,3.66,18300,,,,,,,,,,,,,,
0.3402502822875977,17.09122657775879,1.7911111111111113e-06,3.68,18400,,,,,,,,,,,,,,
0.4319442367553711,0.5235662460327148,1.681111111111111e-06,3.7,18500,,,,,,,,,,,,,,
0.39220561981201174,0.9743558764457703,1.5700000000000002e-06,3.7199999999999998,18600,,,,,,,,,,,,,,
0.3680811309814453,16.821887969970703,1.4588888888888891e-06,3.74,18700,,,,,,,,,,,,,,
0.40870922088623046,6.918081760406494,1.3477777777777778e-06,3.76,18800,,,,,,,,,,,,,,
0.37335205078125,10.992133140563965,1.2366666666666668e-06,3.7800000000000002,18900,,,,,,,,,,,,,,
0.40987060546875,0.5453422665596008,1.1266666666666667e-06,3.8,19000,,,,,,,,,,,,,,
0.3439189529418945,0.5148299932479858,1.0155555555555557e-06,3.82,19100,,,,,,,,,,,,,,
0.4328007125854492,1.099738597869873,9.044444444444445e-07,3.84,19200,,,,,,,,,,,,,,
0.3856021881103516,6.416380882263184,7.933333333333335e-07,3.86,19300,,,,,,,,,,,,,,
0.3623732757568359,6.412929534912109,6.822222222222223e-07,3.88,19400,,,,,,,,,,,,,,
0.43459251403808596,11.48259162902832,5.711111111111111e-07,3.9,19500,,,,,,,,,,,,,,
0.37045578002929686,42.06162643432617,4.6000000000000004e-07,3.92,19600,,,,,,,,,,,,,,
0.31890140533447264,3.1931982040405273,3.488888888888889e-07,3.94,19700,,,,,,,,,,,,,,
0.4327580642700195,31.658504486083984,2.3777777777777777e-07,3.96,19800,,,,,,,,,,,,,,
0.35224544525146484,31.69977378845215,1.2666666666666666e-07,3.98,19900,,,,,,,,,,,,,,
0.44934791564941406,1.4660861492156982,1.5555555555555557e-08,4.0,20000,,,,,,,,,,,,,,
,,,4.0,20000,0.36473387479782104,0.89445,0.8673060806406555,0.9314,0.8982110998601668,0.961143735,113.657,175.968,5.499,,,,,
,,,4.0,20000,,,,,,,,,,6731.7631,47.536,2.971,2.6120769124877184e+16,0.5434007830619813
,,,4.0,20000,0.36473387479782104,0.89445,0.8673060806406555,0.9314,0.8982110998601668,0.961143735,114.2748,175.017,5.469,,,,,
